employee_id,department,location,job_level,employment_type,hiring_source,education,age,hire_date,exit_date,employment_status,exit_reason,time_to_hire_days,monthly_salary,commute_km,monthly_overtime_hours,engagement_score,performance_rating
EMP-0520,IT & Data,Jakarta,Manager,Contract,Job Portal,S2,26,2025-08-08,,Active,,22,16600000,17.3,1.6,4.0,Exceeds Expectations
EMP-0521,Sales,Bandung,Senior Staff,Permanent,Job Portal,S1,33,2025-07-11,2025-10-13,Exited,Better Opportunity,31,6800000,9.7,3.8,2.6,Meets Expectations
EMP-0522,Operations,Bandung,Staff,Permanent,Referral,S1,21,2025-12-01,,Active,,14,7700000,2.4,1.6,3.3000000000000003,Exceeds Expectations
EMP-0523,Sales,Jakarta,Staff,Permanent,Job Portal,S1,32,2025-07-03,,Active,,24,7800000,6.2,8.8,3.7,Meets Expectations
EMP-0524,Sales,Jakarta,Senior Staff,Contract,Internal Mobility,S2,32,2025-04-01,,Active,,5,6900000,15.6,13.7,3.5,Exceeds Expectations
EMP-0525,Operations,Jakarta,Staff,Permanent,Campus Hiring,D3,31,2024-11-14,,Active,,36,8600000,7.2,13.5,3.0,Meets Expectations
EMP-0526,Customer Service,Bandung,Senior Staff,Permanent,Job Portal,SMA/SMK,33,2024-10-13,,Active,,25,7200000,1.3,19.7,3.0,Meets Expectations
EMP-0527,Customer Service,Jakarta,Staff,Contract,Agency,D3,25,2025-04-20,,Active,,18,6900000,20.6,19.5,4.1,Meets Expectations
EMP-0528,Sales,Jakarta,Senior Staff,Contract,Agency,S1,30,2024-11-25,,Active,,12,11400000,12.1,21.9,4.6,Needs Improvement
EMP-0529,Customer Service,Jakarta,Staff,Permanent,Campus Hiring,S1,35,2025-08-31,2025-11-15,Exited,Personal Reason,35,5500000,13.4,15.0,2.4,Meets Expectations
EMP-0530,Customer Service,Jakarta,Staff,Contract,Agency,S1,30,2025-06-27,,Active,,17,5600000,17.8,22.5,2.6,Needs Improvement
EMP-0531,Sales,Bandung,Staff,Permanent,Campus Hiring,SMA/SMK,25,2025-08-15,,Active,,32,11000000,13.3,17.0,4.2,Meets Expectations
EMP-0532,Customer Service,Surabaya,Staff,Permanent,Job Portal,S1,34,2024-03-20,,Active,,12,6700000,16.0,14.3,3.2,Meets Expectations
EMP-0533,Sales,Jakarta,Staff,Permanent,Internal Mobility,S1,20,2024-06-06,,Active,,9,10000000,9.3,8.5,4.2,Meets Expectations
EMP-0534,Sales,Jakarta,Senior Staff,Contract,Referral,S1,36,2025-01-24,2025-08-24,Exited,Better Opportunity,6,6800000,16.2,9.8,3.6,Exceeds Expectations
EMP-0535,Operations,Jakarta,Staff,Contract,Internal Mobility,S1,26,2024-07-19,,Active,,5,9800000,12.1,3.9,4.9,Meets Expectations
EMP-0536,Sales,Jakarta,Staff,Permanent,Job Portal,SMA/SMK,35,2024-11-18,,Active,,31,7900000,6.1,2.4,4.0,Meets Expectations
EMP-0537,Sales,Jakarta,Staff,Contract,Job Portal,D3,37,2025-04-24,,Active,,21,6000000,14.5,15.5,3.8,Meets Expectations
EMP-0538,Human Resources,Jakarta,Manager,Permanent,LinkedIn,S1,22,2025-10-16,,Active,,33,14100000,9.4,16.1,5,Exceeds Expectations
EMP-0539,Human Resources,Bogor,Manager,Permanent,Internal Mobility,S2,31,2025-04-27,,Active,,8,20900000,7.0,5.5,4.1,Meets Expectations
EMP-0540,Marketing,Surabaya,Manager,Contract,Job Portal,D3,30,2025-11-17,,Active,,32,21000000,10.8,8.5,3.6,Meets Expectations
EMP-0541,Sales,Bogor,Senior Staff,Permanent,Referral,S1,29,2025-03-14,,Active,,14,7400000,4.7,9.6,4.2,Meets Expectations
EMP-0542,Customer Service,Bandung,Manager,Permanent,Job Portal,S1,26,2025-02-25,,Active,,22,15000000,22.2,15.7,3.3,Meets Expectations
EMP-0543,Customer Service,Surabaya,Staff,Permanent,Referral,S2,28,2024-11-07,2025-12-09,Exited,Workload,12,8300000,7.9,12.9,3.4000000000000004,Meets Expectations
EMP-0544,Sales,Bandung,Senior Staff,Permanent,Job Portal,S1,27,2025-06-10,2025-07-31,Exited,Better Opportunity,25,8500000,1,16.1,3.1,Meets Expectations
EMP-0545,Customer Service,Jakarta,Senior Staff,Permanent,Agency,S1,29,2025-10-08,,Active,,23,8800000,11.3,15.5,3.5,Exceeds Expectations
EMP-0546,Operations,Jakarta,Staff,Permanent,LinkedIn,S1,24,2024-08-12,,Active,,28,6200000,11.0,21.0,3.4,Exceeds Expectations
EMP-0547,Operations,Jakarta,Staff,Permanent,Internal Mobility,S1,21,2024-03-12,,Active,,9,6800000,29.7,14.1,2.8000000000000003,Meets Expectations
EMP-0548,Marketing,Jakarta,Staff,Contract,Campus Hiring,S1,38,2024-06-11,,Active,,32,12200000,14.3,7.1,4.2,Exceeds Expectations
EMP-0549,Finance,Jakarta,Senior Staff,Permanent,Job Portal,S1,33,2025-06-14,,Active,,23,12100000,18.6,5.3,3.6,Meets Expectations
EMP-0550,Operations,Jakarta,Staff,Permanent,Internal Mobility,SMA/SMK,20,2025-02-23,2025-05-13,Exited,Personal Reason,5,9500000,10.9,17.1,4.3,Meets Expectations
EMP-0551,Operations,Jakarta,Staff,Permanent,LinkedIn,S1,36,2025-05-27,2025-07-20,Exited,Career Growth,22,8000000,22.1,8.0,3.4,Meets Expectations
EMP-0552,Marketing,Jakarta,Staff,Permanent,Referral,S1,34,2024-06-07,,Active,,12,6700000,12.6,18.3,3.7,Meets Expectations
EMP-0553,Marketing,Jakarta,Supervisor,Permanent,Referral,S2,29,2025-02-20,,Active,,11,18600000,26.4,9.0,2.8000000000000003,Meets Expectations
EMP-0554,Marketing,Jakarta,Staff,Permanent,LinkedIn,S1,29,2024-11-02,,Active,,15,9100000,21.3,4.4,3.7,Exceeds Expectations
EMP-0555,Sales,Bogor,Staff,Contract,Job Portal,S1,38,2025-04-07,,Active,,19,10400000,22.0,20.5,2.9,Exceeds Expectations
EMP-0556,Marketing,Surabaya,Senior Staff,Permanent,LinkedIn,SMA/SMK,36,2025-03-16,,Active,,28,14600000,17.3,13.0,3.8,Meets Expectations
EMP-0557,Human Resources,Bogor,Staff,Permanent,Referral,S1,27,2025-06-27,,Active,,16,10800000,12.6,0,4.0,Meets Expectations
EMP-0558,Human Resources,Jakarta,Staff,Permanent,Job Portal,S1,28,2024-01-16,,Active,,29,9900000,22.6,2.6,3.7,Meets Expectations
EMP-0559,Customer Service,Jakarta,Supervisor,Permanent,Job Portal,S1,29,2025-09-26,2025-12-28,Exited,Workload,35,7300000,24.3,8.1,3.4,Meets Expectations
EMP-0560,Marketing,Bandung,Supervisor,Permanent,LinkedIn,S1,39,2024-06-25,,Active,,20,12400000,18.4,6.8,2.8,Meets Expectations
EMP-0561,Marketing,Jakarta,Staff,Permanent,Referral,S1,36,2024-05-18,,Active,,13,7100000,17.9,4.8,3.2,Meets Expectations
EMP-0562,Customer Service,Bogor,Staff,Permanent,Job Portal,S1,35,2025-03-21,,Active,,26,5200000,19.2,5.3,4.3,Needs Improvement
EMP-0563,Customer Service,Bogor,Staff,Contract,LinkedIn,S1,21,2025-02-01,2025-07-02,Exited,Career Growth,25,7100000,22.3,12.7,3.3,Meets Expectations
EMP-0564,Finance,Jakarta,Staff,Permanent,Job Portal,S1,34,2025-01-28,,Active,,22,8800000,19.8,5.9,2.8,Needs Improvement
EMP-0565,Customer Service,Bandung,Staff,Permanent,Job Portal,S2,30,2024-06-26,,Active,,24,5300000,3.2,17.1,3.8,Meets Expectations
EMP-0566,IT & Data,Jakarta,Staff,Permanent,LinkedIn,S1,31,2025-08-30,,Active,,33,13200000,10.5,14.3,3.0,Meets Expectations
EMP-0567,Sales,Jakarta,Staff,Permanent,Job Portal,S1,26,2024-06-27,,Active,,33,7400000,6.3,13.1,2.8,Meets Expectations
EMP-0568,IT & Data,Bandung,Staff,Contract,Agency,S1,36,2024-01-08,,Active,,17,12800000,7.5,12.1,2.8,Meets Expectations
EMP-0569,Sales,Bandung,Staff,Contract,LinkedIn,S1,24,2025-10-04,,Active,,26,8400000,17.0,5.1,3.5,Meets Expectations
EMP-0570,Sales,Jakarta,Senior Staff,Permanent,Agency,S1,20,2024-12-28,,Active,,18,10500000,5.7,32.5,2.9,Meets Expectations
EMP-0571,Sales,Jakarta,Staff,Permanent,Job Portal,S2,27,2024-01-03,2024-02-22,Exited,Career Growth,25,7200000,13.2,17.8,3.8,Exceeds Expectations
EMP-0572,Marketing,Jakarta,Manager,Permanent,Campus Hiring,SMA/SMK,20,2025-05-06,,Active,,29,16500000,29.5,5.1,2.9,Exceeds Expectations
EMP-0573,Marketing,Jakarta,Senior Staff,Permanent,Referral,D3,26,2024-09-22,,Active,,15,14700000,16.0,14.2,4.7,Meets Expectations
EMP-0574,Operations,Jakarta,Staff,Permanent,Internal Mobility,S1,20,2025-11-19,,Active,,12,5400000,20.0,14.2,4.8,Meets Expectations
EMP-0575,Operations,Surabaya,Staff,Permanent,Agency,S2,29,2024-02-13,,Active,,15,5400000,1,4.2,3.4,Exceeds Expectations
EMP-0576,Customer Service,Jakarta,Staff,Permanent,LinkedIn,SMA/SMK,31,2025-01-06,,Active,,23,6200000,15.6,23.5,3.5,Needs Improvement
EMP-0577,Sales,Bogor,Supervisor,Contract,Job Portal,S1,28,2025-07-06,,Active,,30,13700000,13.4,12.5,3.3,Meets Expectations
EMP-0578,Operations,Bogor,Staff,Permanent,Agency,D3,20,2024-10-22,,Active,,10,9200000,12.6,3.3,4.2,Meets Expectations
EMP-0579,Customer Service,Jakarta,Staff,Permanent,Internal Mobility,S1,32,2025-06-30,,Active,,10,5700000,19.6,6.2,4.3,Meets Expectations
EMP-0580,IT & Data,Jakarta,Supervisor,Permanent,Job Portal,S2,20,2024-03-12,,Active,,26,18000000,21.0,13.2,4.7,Exceeds Expectations
EMP-0581,Sales,Jakarta,Senior Staff,Permanent,Referral,S1,24,2024-01-15,,Active,,20,13000000,6.5,12.6,2.9000000000000004,Needs Improvement
EMP-0582,Finance,Jakarta,Staff,Permanent,Referral,S1,24,2025-09-24,,Active,,5,10300000,15.8,5.9,4.4,Exceeds Expectations
EMP-0583,IT & Data,Bandung,Staff,Contract,LinkedIn,S1,29,2024-01-27,,Active,,22,13100000,7.7,16.5,2.1,Exceeds Expectations
EMP-0584,Sales,Jakarta,Staff,Contract,LinkedIn,S1,30,2024-05-25,2025-09-07,Exited,Better Opportunity,16,8100000,11.8,11.3,3.3,Exceeds Expectations
EMP-0585,Operations,Jakarta,Senior Staff,Permanent,Job Portal,S1,24,2024-09-18,,Active,,23,10000000,23.8,8.7,3.6,Exceeds Expectations
EMP-0586,Marketing,Bogor,Staff,Permanent,Agency,S1,22,2025-09-25,,Active,,20,12700000,4.9,14.8,4.9,Meets Expectations
EMP-0587,Operations,Jakarta,Staff,Permanent,LinkedIn,SMA/SMK,32,2024-07-30,,Active,,13,5400000,16.3,8.1,4.2,Exceeds Expectations
EMP-0588,Sales,Jakarta,Senior Staff,Permanent,Job Portal,S1,33,2025-10-03,,Active,,27,8500000,14.5,6.2,3.9,Meets Expectations
EMP-0589,Human Resources,Bandung,Senior Staff,Permanent,Campus Hiring,S2,25,2025-12-14,,Active,,37,8700000,12.4,4.5,2.5,Meets Expectations
EMP-0590,Marketing,Bandung,Supervisor,Contract,Campus Hiring,S1,37,2025-04-30,,Active,,23,18700000,7.7,11.1,3.1,Needs Improvement
EMP-0591,Sales,Surabaya,Manager,Permanent,LinkedIn,S2,34,2025-04-14,,Active,,22,16800000,11.7,21.8,3.1,Exceeds Expectations
EMP-0592,Customer Service,Jakarta,Staff,Contract,Internal Mobility,S2,25,2025-07-16,,Active,,6,5400000,11.3,23.5,3.6,Exceeds Expectations
EMP-0593,Sales,Jakarta,Staff,Permanent,Internal Mobility,S2,35,2024-04-25,,Active,,17,11400000,16.9,5.2,2.6,Meets Expectations
EMP-0594,IT & Data,Jakarta,Senior Staff,Contract,Internal Mobility,S1,29,2024-04-25,2025-03-04,Exited,Better Opportunity,6,14700000,26.9,5.4,3.6,Exceeds Expectations
EMP-0595,Human Resources,Bogor,Senior Staff,Contract,Job Portal,D3,28,2025-08-06,,Active,,22,8500000,7.5,0,2.8,Meets Expectations
EMP-0596,Marketing,Bandung,Staff,Permanent,Job Portal,S1,24,2025-09-26,,Active,,32,12900000,12.6,12.7,2.8,Needs Improvement
EMP-0597,Customer Service,Bogor,Senior Staff,Permanent,Agency,S1,30,2024-02-13,,Active,,26,7100000,7.2,21.4,3.8000000000000003,Meets Expectations
EMP-0598,Human Resources,Bogor,Staff,Permanent,Internal Mobility,D3,33,2024-09-04,,Active,,5,9400000,8.3,23.4,3.3000000000000003,Exceeds Expectations
EMP-0599,Operations,Jakarta,Staff,Permanent,LinkedIn,S1,40,2025-08-14,,Active,,13,6500000,11.9,11.4,3.4,Meets Expectations
EMP-0600,Customer Service,Jakarta,Supervisor,Permanent,Agency,S1,36,2024-02-14,2024-10-12,Exited,Contract End,12,8800000,13.3,15.7,3.4,Meets Expectations
EMP-0601,Human Resources,Bandung,Senior Staff,Permanent,Job Portal,D3,31,2025-01-30,,Active,,23,13600000,1.2,13.7,2.2,Exceeds Expectations
EMP-0602,Operations,Bandung,Staff,Permanent,Job Portal,S1,28,2024-04-17,,Active,,22,10000000,6.7,23.4,3.9,Meets Expectations
EMP-0603,Marketing,Bogor,Senior Staff,Contract,Referral,S1,29,2025-06-17,,Active,,16,10500000,11.1,13.8,2.3000000000000003,Exceeds Expectations
EMP-0604,Human Resources,Bandung,Staff,Permanent,Referral,S1,32,2025-03-14,,Active,,17,11500000,21.0,11.2,1.9,Meets Expectations
EMP-0605,Operations,Bogor,Staff,Permanent,Campus Hiring,S2,30,2025-10-27,2025-12-16,Exited,Workload,32,9900000,2.2,10.7,4.6,Meets Expectations
EMP-0606,IT & Data,Bandung,Senior Staff,Permanent,Job Portal,S1,31,2025-09-05,,Active,,20,13200000,3.1,14.6,3.9,Needs Improvement
EMP-0607,Sales,Jakarta,Staff,Permanent,LinkedIn,S1,33,2024-04-01,2025-04-08,Exited,Workload,23,8300000,22.6,14.1,2.9,Meets Expectations
EMP-0608,Human Resources,Jakarta,Staff,Permanent,Internal Mobility,S2,30,2025-08-07,2025-11-11,Exited,Compensation,6,10700000,17.6,3.4,2.6,Meets Expectations
EMP-0609,Sales,Jakarta,Staff,Permanent,Internal Mobility,S1,30,2025-04-28,,Active,,12,8800000,22.3,23.1,3.0000000000000004,Meets Expectations
EMP-0610,Customer Service,Bogor,Staff,Contract,Job Portal,S2,34,2024-04-17,2025-04-18,Exited,Better Opportunity,28,4900000,20.2,5.0,4.5,Meets Expectations
EMP-0611,IT & Data,Jakarta,Staff,Contract,LinkedIn,S1,20,2025-08-27,2025-12-04,Exited,Career Growth,22,14300000,23.9,4.3,2.6,Meets Expectations
EMP-0612,Human Resources,Jakarta,Staff,Permanent,Referral,S1,33,2025-10-26,,Active,,15,6800000,22.9,8.1,4.4,Meets Expectations
EMP-0613,Sales,Jakarta,Staff,Contract,Referral,SMA/SMK,23,2025-10-27,2025-12-15,Exited,Better Opportunity,12,9900000,27.9,31.7,3.6,Exceeds Expectations
EMP-0614,Sales,Bogor,Staff,Permanent,LinkedIn,S1,28,2024-07-09,,Active,,22,7000000,8.3,3.2,3.0,Exceeds Expectations
EMP-0615,IT & Data,Jakarta,Staff,Permanent,Internal Mobility,SMA/SMK,26,2024-07-03,,Active,,14,17100000,24.0,0,3.9000000000000004,Needs Improvement
EMP-0616,Operations,Bandung,Staff,Permanent,Referral,S1,31,2024-04-06,2024-07-24,Exited,Personal Reason,15,6700000,12.4,0,3.3000000000000003,Meets Expectations
EMP-0617,Marketing,Jakarta,Staff,Contract,LinkedIn,SMA/SMK,27,2025-03-14,2025-11-17,Exited,Career Growth,24,7100000,20.4,15.0,3.1,Meets Expectations
EMP-0618,Human Resources,Jakarta,Staff,Permanent,Job Portal,S1,31,2025-10-16,,Active,,22,7300000,18.9,16.1,3.6,Meets Expectations
EMP-0619,Finance,Bogor,Staff,Contract,Referral,D3,28,2025-07-23,,Active,,11,11900000,6.7,14.1,3.4000000000000004,Meets Expectations
EMP-0620,Finance,Jakarta,Staff,Permanent,Referral,S1,28,2025-09-23,2025-12-11,Exited,Career Growth,11,8300000,13.4,12.5,2.3000000000000003,Meets Expectations
EMP-0621,Operations,Jakarta,Senior Staff,Permanent,Internal Mobility,S1,28,2025-05-05,,Active,,8,7700000,26.0,11.6,4.0,Meets Expectations
EMP-0622,IT & Data,Jakarta,Staff,Permanent,Internal Mobility,S1,27,2024-02-25,,Active,,6,16500000,19.1,12.7,3.4000000000000004,Exceeds Expectations
EMP-0623,IT & Data,Bogor,Staff,Permanent,LinkedIn,S1,36,2025-03-03,,Active,,29,11100000,11.1,11.9,4.5,Needs Improvement
EMP-0624,IT & Data,Bandung,Staff,Permanent,Job Portal,S1,36,2025-02-10,,Active,,27,13900000,16.5,18.8,2.3000000000000003,Meets Expectations
EMP-0625,Sales,Bandung,Senior Staff,Permanent,Agency,D3,29,2024-03-18,,Active,,14,8100000,1.4,19.0,3.9,Meets Expectations
EMP-0626,Sales,Jakarta,Staff,Permanent,Referral,S1,23,2025-11-21,,Active,,19,6000000,5.4,10.8,2.9000000000000004,Exceeds Expectations
EMP-0627,Marketing,Bogor,Staff,Contract,Internal Mobility,S1,30,2025-12-04,,Active,,8,12900000,14.3,8.2,4.3,Exceeds Expectations
EMP-0628,Marketing,Surabaya,Supervisor,Permanent,Referral,S1,32,2024-11-02,,Active,,26,10700000,14.3,6.2,4.2,Exceeds Expectations
EMP-0629,Operations,Jakarta,Manager,Permanent,Campus Hiring,S2,32,2025-03-31,,Active,,30,18700000,18.1,9.5,4.6,Meets Expectations
EMP-0630,Operations,Bandung,Staff,Permanent,Internal Mobility,S1,22,2024-10-13,,Active,,16,6100000,14.3,26.3,3.2,Exceeds Expectations
EMP-0631,Human Resources,Surabaya,Senior Staff,Permanent,LinkedIn,SMA/SMK,31,2024-02-14,,Active,,24,10200000,22.8,0,2.8,Meets Expectations
EMP-0632,Operations,Surabaya,Staff,Permanent,Job Portal,S1,20,2025-01-22,,Active,,27,7800000,1.5,25.3,2.3000000000000003,Meets Expectations
EMP-0633,Operations,Bogor,Supervisor,Permanent,Referral,S1,34,2025-12-03,,Active,,11,7500000,9.5,21.0,3.1,Meets Expectations
EMP-0634,Sales,Jakarta,Supervisor,Permanent,Internal Mobility,S1,36,2025-05-16,,Active,,11,9400000,13.8,7.3,4.9,Exceeds Expectations
EMP-0635,Sales,Jakarta,Senior Staff,Permanent,Referral,D3,24,2025-10-10,,Active,,18,8800000,19.1,16.9,3.4000000000000004,Meets Expectations
EMP-0636,Marketing,Bogor,Supervisor,Permanent,LinkedIn,SMA/SMK,28,2025-11-04,,Active,,26,16300000,1,4.3,4.3,Meets Expectations
EMP-0637,Marketing,Jakarta,Senior Staff,Permanent,LinkedIn,S2,35,2025-03-07,2025-09-11,Exited,Career Growth,24,15100000,1,15.1,3.7,Meets Expectations
EMP-0638,Operations,Bandung,Staff,Permanent,Internal Mobility,S1,26,2024-08-17,,Active,,21,7800000,31.9,13.5,3.7,Meets Expectations
EMP-0639,Human Resources,Jakarta,Staff,Permanent,Job Portal,S2,31,2024-11-17,,Active,,27,11400000,15.8,4.8,3.9,Meets Expectations
EMP-0640,Sales,Surabaya,Staff,Permanent,LinkedIn,D3,38,2024-08-23,,Active,,23,9800000,8.0,10.9,2.6,Meets Expectations
EMP-0641,Operations,Jakarta,Staff,Permanent,Job Portal,S1,27,2025-08-19,2025-10-07,Exited,Compensation,30,8300000,7.8,9.2,3.1,Meets Expectations
EMP-0642,Sales,Jakarta,Staff,Contract,Agency,D3,31,2024-05-21,,Active,,16,9400000,9.7,12.6,3.4,Meets Expectations
EMP-0643,Sales,Surabaya,Supervisor,Contract,Job Portal,S1,25,2024-08-24,,Active,,27,15600000,12.6,29.2,3.0,Meets Expectations
EMP-0644,Sales,Jakarta,Supervisor,Permanent,LinkedIn,S1,27,2025-01-26,,Active,,29,13800000,7.3,18.8,3.1,Meets Expectations
EMP-0645,Marketing,Bogor,Staff,Permanent,Internal Mobility,S1,29,2024-09-29,,Active,,9,11400000,20.3,9.8,2.9000000000000004,Needs Improvement
EMP-0646,Customer Service,Jakarta,Staff,Contract,Referral,SMA/SMK,34,2024-09-03,,Active,,9,8300000,25.5,14.3,3.5,Meets Expectations
EMP-0647,IT & Data,Bandung,Manager,Permanent,Job Portal,SMA/SMK,36,2024-11-06,,Active,,22,31500000,5.1,11.2,3.7,Meets Expectations
EMP-0648,Customer Service,Bandung,Staff,Permanent,Job Portal,S1,31,2025-03-03,,Active,,28,4900000,12.7,16.3,3.5,Meets Expectations
EMP-0649,Finance,Jakarta,Staff,Permanent,LinkedIn,S1,23,2024-05-14,,Active,,24,7900000,12.1,16.2,2.6,Exceeds Expectations
EMP-0650,Marketing,Bogor,Staff,Permanent,Agency,D3,30,2024-12-10,,Active,,23,9200000,18.2,10.7,3.1,Meets Expectations
EMP-0651,Operations,Bandung,Manager,Permanent,LinkedIn,S1,30,2025-01-09,,Active,,20,17000000,13.2,16.1,3.6,Meets Expectations
EMP-0652,IT & Data,Bogor,Staff,Contract,Job Portal,S1,25,2025-03-30,,Active,,24,11800000,22.8,10.7,4.0,Meets Expectations
EMP-0653,Customer Service,Jakarta,Supervisor,Contract,Referral,S1,32,2025-03-04,,Active,,24,7200000,25.2,4.9,3.6,Meets Expectations
EMP-0654,Customer Service,Bandung,Staff,Permanent,Agency,S1,27,2025-01-18,2025-04-03,Exited,Better Opportunity,23,7000000,5.4,15.7,2.9,Meets Expectations
EMP-0655,Marketing,Bandung,Supervisor,Permanent,LinkedIn,S1,22,2024-03-23,,Active,,26,15000000,6.5,5.7,3.5,Meets Expectations
EMP-0656,Customer Service,Jakarta,Staff,Contract,Job Portal,S1,25,2025-09-12,2025-12-06,Exited,Better Opportunity,21,7000000,13.6,20.2,3.0,Meets Expectations
EMP-0657,Sales,Jakarta,Staff,Contract,Campus Hiring,SMA/SMK,27,2025-06-12,2025-08-19,Exited,Contract End,29,5700000,29.8,25.5,4.0,Exceeds Expectations
EMP-0658,Sales,Jakarta,Senior Staff,Permanent,LinkedIn,S1,26,2024-01-24,2025-12-17,Exited,Contract End,17,9600000,21.4,19.9,2.9,Meets Expectations
EMP-0659,Finance,Jakarta,Staff,Permanent,Referral,S1,30,2025-10-20,2025-12-09,Exited,Career Growth,12,10700000,12.7,8.4,5,Exceeds Expectations
EMP-0660,Operations,Bogor,Staff,Permanent,Campus Hiring,S1,23,2024-08-09,,Active,,36,8900000,22.4,16.0,3.9,Meets Expectations
EMP-0661,Operations,Jakarta,Staff,Contract,Internal Mobility,S1,34,2025-07-21,,Active,,10,9400000,21.3,0,3.4000000000000004,Meets Expectations
EMP-0662,Marketing,Bogor,Staff,Contract,LinkedIn,SMA/SMK,21,2024-08-16,,Active,,24,8800000,19.3,16.5,2.7,Needs Improvement
EMP-0663,Operations,Jakarta,Staff,Permanent,Referral,S1,35,2025-08-27,,Active,,20,8600000,14.2,17.0,4.9,Exceeds Expectations
EMP-0664,Customer Service,Bogor,Staff,Permanent,Referral,S1,20,2024-02-19,,Active,,12,8000000,15.3,22.8,3.9,Exceeds Expectations
EMP-0665,Sales,Surabaya,Senior Staff,Permanent,Job Portal,S1,34,2025-02-27,,Active,,23,10900000,9.3,14.8,3.8,Meets Expectations
EMP-0666,Operations,Bandung,Senior Staff,Permanent,Internal Mobility,S1,29,2025-04-05,,Active,,6,9800000,10.8,0,1.9,Meets Expectations
EMP-0667,Marketing,Jakarta,Staff,Permanent,Job Portal,D3,33,2025-12-04,,Active,,18,10100000,17.9,8.1,3.6,Meets Expectations
EMP-0668,Operations,Jakarta,Staff,Permanent,Referral,SMA/SMK,33,2024-08-03,,Active,,16,6200000,7.5,17.2,2.8000000000000003,Meets Expectations
EMP-0669,Sales,Jakarta,Senior Staff,Contract,LinkedIn,S1,33,2024-04-21,,Active,,22,6700000,34.3,4.7,4.0,Meets Expectations
EMP-0670,Sales,Jakarta,Staff,Permanent,Internal Mobility,S2,26,2025-06-22,,Active,,10,8600000,30.0,7.6,4.2,Needs Improvement
EMP-0671,Finance,Bogor,Supervisor,Permanent,Agency,S2,21,2025-01-18,,Active,,14,17200000,8.4,11.2,4.1,Exceeds Expectations
EMP-0672,Operations,Jakarta,Staff,Permanent,Referral,S2,30,2024-02-25,,Active,,14,6000000,9.1,6.5,3.9000000000000004,Exceeds Expectations
EMP-0673,IT & Data,Bandung,Staff,Contract,Agency,S1,20,2025-08-04,,Active,,16,15200000,13.2,20.5,4.3,Meets Expectations
EMP-0674,IT & Data,Bandung,Staff,Permanent,LinkedIn,S1,34,2025-02-10,,Active,,21,8300000,22.2,14.4,4.5,Exceeds Expectations
EMP-0675,Sales,Bandung,Senior Staff,Permanent,Job Portal,S1,30,2025-03-11,,Active,,22,10700000,1,16.3,2.7,Meets Expectations
EMP-0676,Operations,Jakarta,Staff,Permanent,Job Portal,D3,27,2025-04-22,2025-10-21,Exited,Career Growth,34,7100000,9.7,17.8,3.3,Meets Expectations
EMP-0677,Customer Service,Bogor,Senior Staff,Permanent,Referral,S1,28,2025-10-03,2025-12-14,Exited,Workload,12,9000000,18.8,11.4,3.4000000000000004,Meets Expectations
EMP-0678,Marketing,Jakarta,Staff,Permanent,Internal Mobility,D3,30,2024-04-12,,Active,,5,12900000,8.7,10.6,3.8000000000000003,Meets Expectations
EMP-0679,IT & Data,Jakarta,Supervisor,Permanent,Campus Hiring,S1,27,2025-03-02,,Active,,26,24400000,20.6,7.3,3.3,Meets Expectations
EMP-0680,Marketing,Bandung,Staff,Contract,Campus Hiring,S1,28,2025-09-09,,Active,,27,9100000,13.3,20.5,3.3000000000000003,Meets Expectations
EMP-0681,Marketing,Bandung,Staff,Contract,LinkedIn,S2,24,2024-12-29,,Active,,26,9200000,17.3,15.5,3.2,Meets Expectations
EMP-0682,Customer Service,Jakarta,Manager,Contract,Campus Hiring,S1,25,2025-10-28,,Active,,29,12800000,8.7,8.4,3.6,Meets Expectations
EMP-0683,Operations,Jakarta,Staff,Permanent,Job Portal,S1,24,2024-09-23,,Active,,20,6500000,19.0,21.1,2.5,Meets Expectations
EMP-0684,Operations,Bandung,Staff,Contract,Job Portal,S1,26,2024-03-05,,Active,,23,8000000,1.2,2.9,2.5,Exceeds Expectations
EMP-0685,IT & Data,Jakarta,Staff,Permanent,Referral,S2,29,2025-07-05,,Active,,17,16000000,23.9,8.4,4.4,Exceeds Expectations
EMP-0686,Operations,Jakarta,Staff,Contract,Campus Hiring,S1,31,2025-11-19,,Active,,29,5900000,4.6,10.6,3.2,Needs Improvement
EMP-0687,Operations,Jakarta,Staff,Permanent,Internal Mobility,S1,20,2024-02-03,,Active,,11,5400000,17.9,11.8,4.7,Meets Expectations
EMP-0688,Marketing,Jakarta,Supervisor,Permanent,Job Portal,S2,26,2024-10-15,,Active,,24,9700000,12.7,8.1,2.8,Meets Expectations
EMP-0689,IT & Data,Bogor,Staff,Permanent,Internal Mobility,S1,26,2024-03-04,,Active,,12,14600000,14.1,5.8,3.4000000000000004,Needs Improvement
EMP-0690,Marketing,Surabaya,Staff,Contract,Internal Mobility,S1,30,2025-12-10,,Active,,5,11800000,15.5,10.6,5,Exceeds Expectations
EMP-0691,Human Resources,Surabaya,Staff,Permanent,LinkedIn,S2,26,2025-05-16,,Active,,27,10100000,14.5,17.2,5,Meets Expectations
EMP-0692,Customer Service,Surabaya,Staff,Permanent,Job Portal,S1,20,2024-10-16,,Active,,31,5000000,11.0,20.4,3.2,Exceeds Expectations
